estacion|nombre|categoria|tecnologia|estado|departamento|municipio|fecha_instalacion|fecha_suspension|area_operativa|corriente|area_hidrografica|zona_hidrografica|subzona_hidrografica|entidad|longitud|latitud
54070030|MALAGUITA|Pluviometrica|Convencional|Activa|Valle del Cauca|Buenaventura|15/01/1969||Area Operativa 09 - Cauca-Valle-Caldas|San Juan|Pacifico|San Ju�n|R�os Calima y  Bajo San Juan|INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES|-77.20572222|4.16922222
22077060|GUAMAL EL|Limnigrafica|Convencional|Activa|Tolima|Rovira|15/09/1971||Area Operativa 10 - Tolima|Tuamo|Magdalena Cauca|Salda�a|R�o Cucuana|INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES|-75.2745|4.17136111
26100410|GALICIA|Pluviometrica|Convencional|Activa|Valle del Cauca|Bugalagrande|15/01/1972||Area Operativa 09 - Cauca-Valle-Caldas|Tuamo|Magdalena Cauca|Cauca|R�o Paila|INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES|-76.05638889|4.17188889
21250590|BOCATOMA C CENTRAL|Pluviometrica|Convencional|Suspendida|Tolima|Ambalema|15/07/1983|15/02/2002|Area Operativa 10 - Tolima|Tuamo|Magdalena Cauca|Alto Magdalena|R�o Lagunilla y Otros Directos al Magdalena|INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES|-74.78333333|4.78333333
21250430|CAMPAMENTO AMBALEM|Pluviometrica|Convencional|Suspendida|Tolima|Ambalema|15/07/1968|15/02/2002|Area Operativa 10 - Tolima|Tuamo|Magdalena Cauca|Alto Magdalena|R�o Lagunilla y Otros Directos al Magdalena|INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES|-74.76666667|4.78333333
21206050|ESCUELA COL INGENIERIA|Climatica Principal|Convencional|Suspendida|Bogota|Bogota, D.C|15/04/1986|10/12/2008|Area Operativa 11 - Cundinamarca-Amazonas-San Andr�s|Tuamo|Magdalena Cauca|Alto Magdalena|R�o Bogota|INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES|-74.05|4.78333333
35067040|CHUSNEQUE|Limnigrafica|Convencional|Suspendida|Cundinamarca|Ubal�|15/02/1963|15/08/1992|Area Operativa 11 - Cundinamarca-Amazonas-San Andr�s|Guavio|Orinoco|Meta|R�o Guavio|INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES|-73.58333333|4.78333333
26110150|INMACULADA LA|Pluviometrica|Convencional|En Mantenimiento|Valle del Cauca|Ansermanuevo|14/04/1946||Area Operativa 09 - Cauca-Valle-Caldas|0|Magdalena Cauca|Cauca|Rios Pescador - RUT - Chanco - Catarina y Ca�averal|INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES|-75.9865|4.79383333
21255080|SALTO EL|Climatica Principal|Convencional|Activa|Tolima|Ambalema|15/11/1968||Area Operativa 10 - Tolima|Guavio|Magdalena Cauca|Alto Magdalena|R�o Coello|INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES|-74.76794444|4.78375
21205880|FLORES CHIBCHA|Meteorologica Especial|Convencional|Activa|Cundinamarca|Madrid|15/09/1976||Area Operativa 11 - Cundinamarca-Amazonas-San Andr�s|Guavio|Magdalena Cauca|Alto Magdalena|R�o Bogota|INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES|-74.26477778|4.78972222
35060050|JUNIN|Pluviometrica|Convencional|Activa|Cundinamarca|Jun�n|15/05/1962||Area Operativa 11 - Cundinamarca-Amazonas-San Andr�s|Guavio|Orinoco|Meta|R�o Guavio|INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES|-73.66872222|4.79222222
21205980|PROVIDENCIA GRANJA|Climatica Ordinaria|Convencional|Activa|Cundinamarca|Tenjo|15/02/1977||Area Operativa 11 - Cundinamarca-Amazonas-San Andr�s|Guavio|Magdalena Cauca|Alto Magdalena|R�o Bogota|INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES|-74.20091667|4.79238889
26047020|BOCAT RIO PALO|Limnigrafica|Convencional|Activa|Cauca|Caloto|15/08/1945||Area Operativa 09 - Cauca-Valle-Caldas|Palo|Magdalena Cauca|Cauca|R�o Palo|INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES|-76.34877778|3.06197222
26040310|RIO PALO|Pluviometrica|Convencional|Activa|Cauca|Caloto|15/07/1964||Area Operativa 09 - Cauca-Valle-Caldas|Palo|Magdalena Cauca|Cauca|R�o Palo|INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES|-76.37783333|3.07061111
21110040|HATO MILAGRO|Pluviometrica|Convencional|Activa|Huila|Tello|15/09/1971||Area Operativa 04 - Huila-Caqueta|Palo|Magdalena Cauca|Alto Magdalena|Rio Fortalecillas y otros|INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES|-75.16841667|3.07488889
21257100|LA NUEVA - AUT|Limnigrafica|Automatica con Telemetria|Activa|Tolima|Venadillo|14/01/1977||Area Operativa 10 - Tolima|Recio|Magdalena Cauca|Alto Magdalena|R�o Lagunilla y Otros Directos al Magdalena|INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES|-74.97194444|4.79508333
53070050|NOANAMITO|Pluviometrica|Convencional|Activa|Cauca|L�pez|15/02/1980||Area Operativa 07 - Nariño-Putumayo|Palo|Pacifico|Tapaje - Dagua - Directos|R�o San Juan del Micay|INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES|-77.53605556|3.07713889
21130040|SAN LUIS|Pluviometrica|Convencional|Activa|Huila|Neiva|15/08/1971||Area Operativa 04 - Huila-Caqueta|Palo|Magdalena Cauca|Alto Magdalena|R�o Aipe, R�o Chenche y otros directos al Magdalena|INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES|-75.48466667|3.08063889
32070080|TIERRA GRATA|Pluviometrica|Convencional|Activa|Meta|Puerto Lleras|15/06/1983||Area Operativa 03 - Meta-Guaviare-Guainia|Guaroco|Orinoco|Guaviare|R�o Ariari|INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES|-73.22638889|3.0875
21210150|CASCADA LA|Pluviometrica|Convencional|Activa|Tolima|Cajamarca|15/09/1983||Area Operativa 10 - Tolima|Guaroco|Magdalena Cauca|Alto Magdalena|R�o Coello|INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES|-75.54233333|4.28438889
54097010|PENITAS|Limnigrafica|Convencional|Activa|Choco|El Litoral Del San Ju�n (Docord�)|15/03/1969||Area Operativa 09 - Cauca-Valle-Caldas|San Juan|Pacifico|San Ju�n|R�os Calima y  Bajo San Juan|INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES|-77.02436111|4.2905
35107010|PUENTE CABUYARITO|Limnimetrica|Convencional|Activa|Meta|Cabuyaro|15/04/1976||Area Operativa 03 - Meta-Guaviare-Guainia|Cabuyarito|Orinoco|Meta|Directos al R�o Meta entre r�os Humea y Upia (mi)|INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES|-72.86561111|4.29563889
26020380|LOMITAS|Pluviometrica|Convencional|Suspendida|Cauca|Santander De Quilichao|15/04/1975|15/08/2003|Area Operativa 09 - Cauca-Valle-Caldas|Palo|Magdalena Cauca|Cauca|R�o Quinamayo y otros directos al Cauca|INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES|-76.55625|3.07538889
26047100|CANAL PALO|Limnimetrica|Convencional|Suspendida|Cauca|Caloto|15/11/1982|15/09/2005|Area Operativa 09 - Cauca-Valle-Caldas|Palo|Magdalena Cauca|Cauca|R�o Palo|INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES|-76.35|3.08333333
21125040|SAN FRANCISCO|Climatica Ordinaria|Convencional|Suspendida|Huila|Neiva|15/04/1989|15/10/2000|Area Operativa 04 - Huila-Caqueta|Palo|Magdalena Cauca|Alto Magdalena|R�o Bach�|INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES|-75.43333333|3.08333333
21117160|SANTA HELENA|Limnimetrica|Convencional|Suspendida|Huila|Baraya|15/06/1984|15/04/2000|Area Operativa 04 - Huila-Caqueta|Guaroco|Magdalena Cauca|Alto Magdalena|Rio Fortalecillas y otros|INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES|-75.1|3.08333333
35035090|ALTO DEL TIGRE|Meteorologica Especial|Convencional|Suspendida|Meta|El Calvario|15/07/1995|15/10/2010|Area Operativa 03 - Meta-Guaviare-Guainia|Guaroco|Orinoco|Meta|R�o Guatiqu�a|INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES|-73.74833333|4.28486111
26100400|ALCAZAR EL|Pluviometrica|Convencional|Suspendida|Valle del Cauca|Zarzal|14/02/1971|20/02/2019|Area Operativa 09 - Cauca-Valle-Caldas|0|Magdalena Cauca|Cauca|R�o Paila|INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES|-76.01877778|4.30686111
21217200|CARMEN EL|Limnigrafica|Convencional|Activa|Tolima|Rovira|15/07/1979||Area Operativa 10 - Tolima|Coello|Magdalena Cauca|Alto Magdalena|R�o Coello|INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES|-75.20655556|4.30061111
21217070|PAYANDE|Limnigrafica|Convencional|Activa|Tolima|San Luis (Tolima)|15/08/1959||Area Operativa 10 - Tolima|Coello|Magdalena Cauca|Alto Magdalena|R�o Coello|INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES|-75.09013889|4.30138889
21190210|NILO|Pluviometrica|Convencional|Activa|Cundinamarca|Nilo|15/11/1971||Area Operativa 10 - Tolima|Coello|Magdalena Cauca|Alto Magdalena|R�o Sumapaz|INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES|-74.64866667|4.30588889
21140110|TOMO EL|Pluviometrica|Convencional|Activa|Huila|Villavieja|15/10/1977||Area Operativa 04 - Huila-Caqueta|Ata|Magdalena Cauca|Alto Magdalena|R�o Cabrera|INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES|-75.09744444|3.34536111
21110290|VICTORIA LA|Pluviometrica|Convencional|Activa|Huila|Villavieja|15/07/1968||Area Operativa 04 - Huila-Caqueta|Ata|Magdalena Cauca|Alto Magdalena|Rio Fortalecillas y otros|INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES|-75.17030556|3.34955556
35117020|PICA LA|Limnimetrica|Convencional|Suspendida|Casanare|Tauramena|15/04/1977|15/01/1990|Area Operativa 03 - Meta-Guaviare-Guainia|Meta|Orinoco|Meta|Directos Rio Metica entre r�os Guayuriba y Yucao|INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES|-72.6|4.3
21110310|SINAI HACIENDA|Pluviometrica|Convencional|Suspendida|Huila|Villavieja|15/10/1979|15/02/2002|Area Operativa 04 - Huila-Caqueta|Ata|Magdalena Cauca|Alto Magdalena|Rio Fortalecillas y otros|INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES|-75.2|3.33333333
21137090|PATA EL|Limnimetrica|Convencional|Suspendida|Huila|Aipe|15/05/1984|15/12/1998|Area Operativa 04 - Huila-Caqueta|Magdalena|Magdalena Cauca|Alto Magdalena|Rio Fortalecillas y otros|INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES|-75.18333333|3.36666667
32075060|COOPERATIVA LA|Climatica Ordinaria|Convencional|Suspendida|Meta|Fuente De Oro|15/04/1986|30/04/2005|Area Operativa 03 - Meta-Guaviare-Guainia|Canal Principal|Orinoco|Guaviare|R�o Ariari|INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES|-73.7|3.36666667
32075020|PUERTO LIMON|Climatica Ordinaria|Convencional|Suspendida|Meta|Fuente De Oro|15/05/1968|15/01/1990|Area Operativa 03 - Meta-Guaviare-Guainia|Canal Principal|Orinoco|Guaviare|R�o Ariari|INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES|-73.5|3.36666667
35045020|HACIENDA LA CABA�A|Climatica Ordinaria|Convencional|Activa|Meta|Cumaral|14/05/1979||Area Operativa 03 - Meta-Guaviare-Guainia|0|Orinoco|Meta|R�o Guacav�a|INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES|-73.3575|4.30044444
32077110|EL LIMON[32077110]|Limnimetrica|Convencional|Activa|Meta|San Juan De Arama|15/12/1983||Area Operativa 03 - Meta-Guaviare-Guainia|Guejar|Orinoco|Guaviare|R�o Guejar|INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES|-74.02961111|3.36890278
21160260|PUERTO LLERAS TOLIMA  - AUT|Pluviografica|Automatica con Telemetria|Activa|Tolima|Villarrica|15/05/1996||Area Operativa 10 - Tolima|0|Magdalena Cauca|Alto Magdalena|R�o Prado|INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES|-74.68830556|3.83977778
47017070|EL EDEN - AUT|Limnigrafica|Automatica con Telemetria|Activa|Putumayo|Santiago (Putumayo)|14/02/1970||Area Operativa 07 - Nariño-Putumayo|Putumayo|Amazonas|Putumayo|Alto R�o Putumayo|INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES|-76.985|1.10630556
21201550|ROBLE EL|Pluviometrica|Convencional|Activa|Cundinamarca|Madrid|15/07/1985||Area Operativa 11 - Cundinamarca-Amazonas-San Andr�s|Recio|Magdalena Cauca|Alto Magdalena|R�o Bogota|INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES|-74.22638889|4.79666667
35060250|SANTA ROSA DE UBALA|Pluviometrica|Convencional|Activa|Cundinamarca|Ubal�|15/08/1972||Area Operativa 11 - Cundinamarca-Amazonas-San Andr�s|Recio|Orinoco|Meta|R�o Guavio|INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES|-73.40719444|4.79677778
21206260|C.UNIV.AGROP-UDCA|Climatica Ordinaria|Convencional|Activa|Bogota|Bogota, D.C|15/12/1988||Area Operativa 11 - Cundinamarca-Amazonas-San Andr�s|Recio|Magdalena Cauca|Alto Magdalena|R�o Bogota|INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES|-74.04972222|4.79863889
35067050|PUENTE HOLGUIN|Limnimetrica|Convencional|Suspendida|Cundinamarca|Gachet�|15/07/1994|17/02/2010|Area Operativa 11 - Cundinamarca-Amazonas-San Andr�s|Guavio|Orinoco|Meta|R�o Guavio|INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES|-73.62922222|4.79905556
35197020|VADO HONDO  - AUT|Limnigrafica|Automatica con Telemetria|Activa|Boyaca|Aquitania|14/03/1973||Area Operativa 06 - Boyaca-Casanare-Vichada|Cusiana|Orinoco|Meta|R�o Cusiana|INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES|-72.75480556|5.50680556
23060160|SAN PABLO|Pluviometrica|Convencional|Activa|Cundinamarca|Caparrap�|15/09/1974||Area Operativa 11 - Cundinamarca-Amazonas-San Andr�s|Gachaneca|Magdalena Cauca|Medio Magdalena|R�o Negro|INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES|-74.46241667|5.48508333
35097010|DESAGUADERO|Limnimetrica|Convencional|Activa|Boyaca|Aquitania|15/02/1964||Area Operativa 06 - Boyaca-Casanare-Vichada|Olarte|Orinoco|Meta|Lago de Tota|INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES|-72.93411111|5.48725
35210050|CHAPARRERA LA|Pluviografica|Convencional|Activa|Casanare|Yopal|15/11/1995||Area Operativa 06 - Boyaca-Casanare-Vichada|Olarte|Orinoco|Meta|R�o Cravo Sur|INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES|-72.22936111|5.49188889
35097070|ESCALERAS|Limnimetrica|Convencional|Activa|Boyaca|Tota|15/09/1971||Area Operativa 06 - Boyaca-Casanare-Vichada|Lag De Tota|Orinoco|Meta|Lago de Tota|INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES|-72.9385|5.49194444
24037550|SIACHOQUE|Limnimetrica|Convencional|Activa|Boyaca|Siachoque|15/11/1997||Area Operativa 06 - Boyaca-Casanare-Vichada|Firaya|Magdalena Cauca|Sogamoso|R�o Chicamocha|INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES|-73.25105306|5.50609639
24015220|VILLA CARMEN|Climatica Principal|Convencional|Activa|Boyaca|Samac�|15/02/1968||Area Operativa 06 - Boyaca-Casanare-Vichada|Cusiana|Magdalena Cauca|Sogamoso|R�o Su�rez|INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES|-73.49577778|5.50938889
24017660|CANAL RUCHICAL BOC|Limnimetrica|Convencional|Suspendida|Boyaca|Samac�|15/05/1979|15/12/1998|Area Operativa 06 - Boyaca-Casanare-Vichada|Gachaneca|Magdalena Cauca|Sogamoso|R�o Su�rez|INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES|-73.51666667|5.48333333
24017670|AMARILLO EL|Limnimetrica|Convencional|Suspendida|Boyaca|Samac�|15/05/1979|15/12/1998|Area Operativa 06 - Boyaca-Casanare-Vichada|Canal Ruchical|Magdalena Cauca|Sogamoso|R�o Su�rez|INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES|-73.53333333|5.5
24010150|SIMIJACA|Pluviografica|Convencional|Activa|Cundinamarca|Simijaca|15/01/1958||Area Operativa 11 - Cundinamarca-Amazonas-San Andr�s|Cusiana|Magdalena Cauca|Sogamoso|R�o Su�rez|INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES|-73.86369444|5.51130556
35027190|GUACAPATE|Limnigrafica|Convencional|Suspendida|Cundinamarca|Quetame|14/05/1980|22/02/2019|Area Operativa 03 - Meta-Guaviare-Guainia|Negro|Orinoco|Meta|R�o Guayuriba|INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES|-73.87494444|4.31430556
35097220|AQUITANIA|Limnimetrica|Convencional|Activa|Boyaca|Aquitania|15/09/1989||Area Operativa 06 - Boyaca-Casanare-Vichada|Quebrada La Mugre|Orinoco|Meta|Lago de Tota|INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES|-72.88333333|5.51666667
24030420|PILA LA FINCA|Pluviometrica|Convencional|Activa|Boyaca|Sorac�|15/05/1992||Area Operativa 06 - Boyaca-Casanare-Vichada|Quebrada La Mugre|Magdalena Cauca|Sogamoso|R�o Chicamocha|INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES|-73.31072222|5.51891667
35030020|MONFORT|Pluviometrica|Convencional|Activa|Meta|El Calvario|15/08/1968||Area Operativa 03 - Meta-Guaviare-Guainia|Coello|Orinoco|Meta|R�o Guatiqu�a|INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES|-73.64802778|4.31008333
35120010|PUERTO GAITAN|Pluviometrica|Convencional|Activa|Meta|Puerto Gait�n|15/01/1963||Area Operativa 03 - Meta-Guaviare-Guainia|Coello|Orinoco|Meta|R�o Manacacias|INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES|-72.07663889|4.31138889
35127010|PUERTO GAITAN|Limnimetrica|Convencional|Activa|Meta|Puerto Gait�n|15/12/1977||Area Operativa 03 - Meta-Guaviare-Guainia|Manacacias|Orinoco|Meta|R�o Manacacias|INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES|-72.07658333|4.31155556
35047030|PUENTE CARRETERA|Limnimetrica|Convencional|Activa|Meta|Cumaral|15/02/1972||Area Operativa 03 - Meta-Guaviare-Guainia|Guacavia|Orinoco|Meta|R�o Guacav�a|INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES|-73.41238056|4.31245
26105110|INGENIO RIOPAILA|Climatica Ordinaria|Convencional|Activa|Valle del Cauca|Zarzal|15/01/1967||Area Operativa 09 - Cauca-Valle-Caldas|Negro|Magdalena Cauca|Cauca|R�o Paila|INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES|-76.08452778|4.3245
21201610|SAN ISIDRO|Pluviometrica|Convencional|Activa|Cundinamarca|Guasca|15/05/1987||Area Operativa 11 - Cundinamarca-Amazonas-San Andr�s|Meta|Magdalena Cauca|Alto Magdalena|R�o Bogota|INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES|-73.89072222|4.85028889
21230070|SAN JUAN D RIOSECO|Pluviometrica|Convencional|Activa|Cundinamarca|San Juan De Rioseco|15/12/1974||Area Operativa 10 - Tolima|Meta|Magdalena Cauca|Alto Magdalena|R�o Seco y otros Directos al Magdalena|INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES|-74.62283333|4.85127778
21195090|JAMAICA|Climatica Ordinaria|Convencional|Suspendida|Cundinamarca|Nilo|15/11/1986|15/05/1995|Area Operativa 10 - Tolima|Negro|Magdalena Cauca|Alto Magdalena|R�o Sumapaz|INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES|-74.58333333|4.31666667
23125100|BUENAVISTA|Climatica Principal|Convencional|Activa|Boyaca|Buenavista (Boyaca)|14/11/1993||Area Operativa 06 - Boyaca-Casanare-Vichada|0|Magdalena Cauca|Medio Magdalena|R�o Carare (Minero)|INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES|-73.94311111|5.51491667
35060300|MUNDO NUEVO|Pluviometrica|Convencional|Activa|Cundinamarca|Ubal�|15/10/1978||Area Operativa 11 - Cundinamarca-Amazonas-San Andr�s|Meta|Orinoco|Meta|R�o Guavio|INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES|-73.39194444|4.85252778
35067130|MUNDO NUEVO|Limnigrafica|Convencional|Activa|Cundinamarca|Ubal�|15/11/1979||Area Operativa 11 - Cundinamarca-Amazonas-San Andr�s|Rucio|Orinoco|Meta|R�o Guavio|INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES|-73.39297222|4.85283333
35060200|AMOLADERO EL|Pluviometrica|Convencional|Activa|Cundinamarca|Guatavita|15/04/1972||Area Operativa 11 - Cundinamarca-Amazonas-San Andr�s|Rucio|Orinoco|Meta|R�o Guavio|INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES|-73.74538889|4.85797222
26137230|PLANTA ELECTRICA|Limnimetrica|Convencional|Activa|RIsaralda|Santa Rosa De Cabal|15/03/1996||Area Operativa 09 - Cauca-Valle-Caldas|San Eugenio|Magdalena Cauca|Cauca|R�o Ot�n y otros directos al Cauca|INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES|-75.60997222|4.85886111
35087010|SAN AGUSTIN|Limnigrafica|Convencional|Activa|Boyaca|Santa Mar�a (Boyaca)|15/03/1961||Area Operativa 06 - Boyaca-Casanare-Vichada|Lengupa|Orinoco|Meta|R�o Lengup�|INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES|-73.23341667|4.85941667
35080080|PIEDRA CAMPANA|Pluviometrica|Convencional|Activa|Boyaca|Santa Mar�a (Boyaca)|15/03/1962||Area Operativa 06 - Boyaca-Casanare-Vichada|Claro|Orinoco|Meta|R�o Lengup�|INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES|-73.23408333|4.86038889
35070180|SANTA MARIA|Pluviografica|Convencional|Activa|Boyaca|Santa Mar�a (Boyaca)|15/01/1957||Area Operativa 06 - Boyaca-Casanare-Vichada|Claro|Orinoco|Meta|R�o Garagoa|INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES|-73.25675|4.86077778
21201070|CORAZON EL|Pluviometrica|Convencional|Activa|Cundinamarca|Facatativ�|15/07/1974||Area Operativa 11 - Cundinamarca-Amazonas-San Andr�s|Claro|Magdalena Cauca|Alto Magdalena|R�o Bogota|INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES|-74.28941667|4.86536111
21201210|HATO EL|Pluviometrica|Convencional|Activa|Cundinamarca|Tenjo|15/06/1978||Area Operativa 11 - Cundinamarca-Amazonas-San Andr�s|Vichada|Magdalena Cauca|Alto Magdalena|R�o Bogota|INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES|-74.15386111|4.86638889
26137120|REINA LA|Limnigrafica|Convencional|Suspendida|RIsaralda|Santa Rosa De Cabal|15/06/1971|15/03/1996|Area Operativa 09 - Cauca-Valle-Caldas|San Eugenio|Magdalena Cauca|Cauca|R�o Ot�n y otros directos al Cauca|INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES|-75.61666667|4.86666667
23087230|PUERTO BELLO  - AUT|Limnimetrica|Automatica con Telemetria|Activa|Antioquia|Puerto Nare|14/06/1979||Area Operativa 10 - Tolima|Nare|Magdalena Cauca|Medio Magdalena|R�o Nare|INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES|-74.60711111|6.21197222
26180240|PAVAS LAS|Pluviografica|Convencional|Activa|Caldas|Aguadas|15/04/1994||Area Operativa 01 - Antioquia-Choco|Atrato|Magdalena Cauca|Cauca|R�o Arma|INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES|-75.39288889|5.52219444
26160090|PACORA PLAZA FERIA|Pluviometrica|Convencional|Activa|Caldas|P�cora|15/08/1970||Area Operativa 01 - Antioquia-Choco|Atrato|Magdalena Cauca|Cauca|Rio Tapias y otros directos al Cauca|INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES|-75.45508333|5.52244444
24030120|PESCA|Pluviografica|Convencional|Activa|Boyaca|Pesca|15/02/1957||Area Operativa 06 - Boyaca-Casanare-Vichada|Atrato|Magdalena Cauca|Sogamoso|R�o Chicamocha|INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES|-73.07684778|5.52303306
